No,year,month,day,hour,season,PM_Jingan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
30603,2013,6,29,2,2,38,20,83.25,1006,23,SE,12,0,0
30604,2013,6,29,3,2,39,21,88.54,1006,23,SE,15,0,0
30605,2013,6,29,4,2,38,21,88.54,1006,23,SE,18,0,0
30606,2013,6,29,5,2,35,21,88.54,1007,23,NE,4,0,0
30607,2013,6,29,6,2,33,21,88.54,1007,23,SE,4,0,0
30608,2013,6,29,7,2,30,21,88.54,1007,23,SE,8,0,0
30609,2013,6,29,8,2,27,21,88.54,1007,23,NE,3,0.7,0.7
30610,2013,6,29,9,2,27,22,88.62,1008,24,SE,5,0.7,1.4
30611,2013,6,29,10,2,27,22,88.62,1008,24,SE,9,0.3,1.7
30612,2013,6,29,11,2,32,22,88.62,1008,24,SE,12,0.1,1.8
30613,2013,6,29,12,2,31,22,83.48,1008,25,SE,15,0,0
30614,2013,6,29,13,2,22,23,88.7,1007,25,SE,19,0,0
30615,2013,6,29,14,2,14,22,83.48,1007,25,SE,23,0,0
30616,2013,6,29,15,2,10,22,78.68,1007,26,SE,28,0,0
30617,2013,6,29,16,2,13,22,83.48,1007,25,SE,33,0,0
30618,2013,6,29,17,2,15,23,88.7,1007,25,SE,37,0.3,0.3
30619,2013,6,29,18,2,20,23,94.16,1007,24,SE,40,0,0
30620,2013,6,29,19,2,28,22,88.62,1008,24,NE,2,0,0
30621,2013,6,29,20,2,36,23,94.16,1008,24,SE,3,0,0
30622,2013,6,29,21,2,42,23,94.16,1009,24,SE,5,0,0
30623,2013,6,29,22,2,50,22,88.62,1009,24,SE,8,0,0
30624,2013,6,29,23,2,53,22,88.62,1009,24,SE,11,0,0
30625,2013,6,30,0,2,45,22,88.62,1008,24,SE,13,0,0
30626,2013,6,30,1,2,47,22,88.62,1008,24,SE,15,0,0
30627,2013,6,30,2,2,56,22,88.62,1007,24,SE,17,0,0
30628,2013,6,30,3,2,64,22,88.62,1007,24,SE,19,0,0
30640,2013,6,30,15,2,45,21,46.8,1006,34,SW,21,0,0
30641,2013,6,30,16,2,39,22,52.6,1006,33,SW,26,0,0
30642,2013,6,30,17,2,45,23,62.57,1006,31,SW,32,0,0
30643,2013,6,30,18,2,49,23,70.17,1006,29,SW,37,0,0
30644,2013,6,30,19,2,59,23,70.17,1006,29,SE,4,0,0
30645,2013,6,30,20,2,61,22,66.04,1007,29,SW,4,0,0
30646,2013,6,30,21,2,61,22,69.98,1007,28,SE,3,0,0
30647,2013,6,30,22,2,69,23,78.82,1007,27,SE,6,0,0
30648,2013,6,30,23,2,71,23,78.82,1007,27,SE,10,0,0
30649,2013,7,1,0,2,66,23,83.6,1007,26,SE,13,0,0
30651,2013,7,1,2,2,49,23,83.6,1006,26,SE,19,0,0
30652,2013,7,1,3,2,45,23,83.6,1005,26,SE,21,0,0
30653,2013,7,1,4,2,48,23,83.6,1005,26,SE,23,0,0
30654,2013,7,1,5,2,56,24,88.78,1006,26,SE,24,0,0
30655,2013,7,1,6,2,66,24,88.78,1006,26,SE,26,0,0
30656,2013,7,1,7,2,84,24,83.71,1006,27,SE,29,0,0
30657,2013,7,1,8,2,93,25,79.11,1007,29,SE,33,0,0
30658,2013,7,1,9,2,97,25,79.11,1007,29,SE,36,0,0
30659,2013,7,1,10,2,101,25,70.54,1007,31,SW,3,0,0
30660,2013,7,1,11,2,112,25,66.66,1006,32,SW,7,0,0
30661,2013,7,1,12,2,99,26,63.23,1006,34,SW,11,0,0
30662,2013,7,1,13,2,86,25,59.59,1005,34,SW,16,0,0
30663,2013,7,1,14,2,92,26,66.86,1005,33,SW,21,0,0
30664,2013,7,1,15,2,102,26,66.86,1005,33,SW,24,0,0
30665,2013,7,1,16,2,123,26,66.86,1004,33,SW,27,0,0
30666,2013,7,1,17,2,137,26,63.23,1004,34,SW,30,0,0
30667,2013,7,1,18,2,149,26,66.86,1004,33,SE,3,0,0
30668,2013,7,1,19,2,154,26,70.73,1004,32,SE,6,0,0
30669,2013,7,1,20,2,149,26,74.85,1005,31,SE,9,0,0
30670,2013,7,1,21,2,146,25,74.69,1005,30,SE,13,0,0
30671,2013,7,1,22,2,129,25,79.11,1006,29,SE,17,0,0
30672,2013,7,1,23,2,94,25,79.11,1006,29,SE,22,0,0
30673,2013,7,2,0,2,79,25,83.82,1005,28,SE,26,0,0
30674,2013,7,2,1,2,77,25,83.82,1005,28,SE,29,0,0
30675,2013,7,2,2,2,73,25,83.82,1004,28,SW,3,0,0
30676,2013,7,2,3,2,74,25,83.82,1004,28,SE,3,0,0
30677,2013,7,2,4,2,71,25,83.82,1004,28,SW,4,0,0
30678,2013,7,2,5,2,67,25,88.86,1004,27,SW,8,0,0
30679,2013,7,2,6,2,71,25,83.82,1004,28,SW,12,0,0
30680,2013,7,2,7,2,75,25,70.54,1005,31,SW,16,0,0
30681,2013,7,2,8,2,70,25,63.01,1005,33,SW,21,0,0
30682,2013,7,2,9,2,57,24,53.11,1005,35,SW,28,0,0
30685,2013,7,2,12,2,62,23,47.33,1004,36,SW,50,0,0
30686,2013,7,2,13,2,57,23,44.82,1004,37,SW,57,0,0
30687,2013,7,2,14,2,60,23,44.82,1004,37,SW,64,0,0
30688,2013,7,2,15,2,60,24,47.6,1004,37,SW,69,0,0
30689,2013,7,2,16,2,51,22,44.55,1003,36,SW,76,0,0
30691,2013,7,2,18,2,61,23,50.01,1003,35,SW,89,0,0
30692,2013,7,2,19,2,55,23,52.86,1003,34,SW,95,0,0
30693,2013,7,2,20,2,51,23,55.89,1003,33,SW,99,0,0
30694,2013,7,2,21,2,55,23,59.13,1004,32,SW,102,0,0
30695,2013,7,2,22,2,58,24,66.45,1004,31,SW,105,0,0
30696,2013,7,2,23,2,57,23,62.57,1004,31,SW,108,0,0
30697,2013,7,3,0,2,56,24,70.36,1004,30,SW,110,0,0
30699,2013,7,3,2,2,42,23,62.57,1003,31,SW,118,0,0
30700,2013,7,3,3,2,39,23,62.57,1003,31,SW,122,0,0
30701,2013,7,3,4,2,47,23,66.25,1003,30,SW,126,0,0
30702,2013,7,3,5,2,57,23,70.17,1003,29,SW,128,0,0
30703,2013,7,3,6,2,65,24,70.36,1004,30,SW,131,0,0
30704,2013,7,3,7,2,70,24,66.45,1004,31,SW,134,0,0
30705,2013,7,3,8,2,60,25,63.01,1004,33,SW,140,0,0
30706,2013,7,3,9,2,54,24,59.36,1004,33,SW,147,0,0
30707,2013,7,3,10,2,48,25,63.01,1005,33,SW,152,0,0
30708,2013,7,3,11,2,45,24,59.36,1005,33,SW,157,0,0
30709,2013,7,3,12,2,49,24,56.14,1004,34,SW,163,0,0
30710,2013,7,3,13,2,55,23,50.01,1003,35,SW,169,0,0
30711,2013,7,3,14,2,50,24,47.6,1003,37,SW,175,0,0
30712,2013,7,3,15,2,49,22,42.18,1002,37,SW,181,0,0
30713,2013,7,3,16,2,41,23,44.82,1002,37,SW,187,0,0
30714,2013,7,3,17,2,41,22,44.55,1001,36,SW,193,0,0
30715,2013,7,3,18,2,41,22,47.07,1001,35,SW,199,0,0
30716,2013,7,3,19,2,46,23,52.86,1001,34,SW,205,0,0
30717,2013,7,3,20,2,42,23,55.89,1002,33,SW,210,0,0
30718,2013,7,3,21,2,47,23,55.89,1002,33,SW,216,0,0
30719,2013,7,3,22,2,46,23,59.13,1002,32,SW,221,0,0
30720,2013,7,3,23,2,50,23,59.13,1002,32,SW,225,0,0
30721,2013,7,4,0,2,51,23,62.57,1002,31,SW,229,0,0
30722,2013,7,4,1,2,52,23,62.57,1001,31,SW,233,0,0
30723,2013,7,4,2,2,51,23,66.25,1001,30,SW,236,0,0
30724,2013,7,4,3,2,52,23,66.25,1000,30,SW,241,0,0
30725,2013,7,4,4,2,57,23,70.17,1001,29,SW,244,0,0
30726,2013,7,4,5,2,61,23,74.35,1001,28,SW,247,0,0
30727,2013,7,4,6,2,58,23,70.17,1001,29,SW,251,0,0
30728,2013,7,4,7,2,56,23,62.57,1002,31,SW,255,0,0
30729,2013,7,4,8,2,54,23,55.89,1002,33,SW,262,0,0
30730,2013,7,4,9,2,47,22,52.6,1001,33,SW,268,0,0
30731,2013,7,4,10,2,52,23,47.33,1001,36,SW,275,0,0
30732,2013,7,4,11,2,48,22,47.07,1001,35,SW,282,0,0
30733,2013,7,4,12,2,45,22,42.18,1000,37,SW,289,0,0
30734,2013,7,4,13,2,46,22,39.96,1000,38,SW,296,0,0
30735,2013,7,4,14,2,49,22,42.18,999,37,SW,303,0,0
30736,2013,7,4,15,2,50,22,39.96,999,38,SW,311,0,0
30737,2013,7,4,16,2,60,22,42.18,998,37,SW,319,0,0
30738,2013,7,4,17,2,68,23,47.33,998,36,SW,325,0,0
30739,2013,7,4,18,2,62,22,47.07,998,35,SW,332,0,0
30740,2013,7,4,19,2,62,22,49.75,998,34,SW,337,0,0
30741,2013,7,4,20,2,63,23,55.89,999,33,SW,342,0,0
30742,2013,7,4,21,2,56,22,52.6,999,33,SW,349,0,0
30743,2013,7,4,22,2,55,21,49.49,999,33,SW,356,0,0
30744,2013,7,4,23,2,57,21,49.49,999,33,SW,361,0,0
30745,2013,7,5,0,2,57,21,49.49,999,33,SW,368,0,0
30747,2013,7,5,2,2,52,22,55.65,998,32,SW,380,0,0
30748,2013,7,5,3,2,54,22,58.89,998,31,SW,386,0,0
30749,2013,7,5,4,2,59,23,62.57,997,31,SW,393,0,0
30750,2013,7,5,5,2,51,23,66.25,997,30,SW,400,0,0
30751,2013,7,5,6,2,43,23,62.57,998,31,SW,406,0,0
30752,2013,7,5,7,2,47,22,58.89,998,31,SW,412,0,0
30753,2013,7,5,8,2,50,22,55.65,999,32,SW,420,0,0
30754,2013,7,5,9,2,48,23,55.89,999,33,SW,428,0,0
30755,2013,7,5,10,2,48,23,50.01,999,35,SW,436,0,0
30756,2013,7,5,11,2,44,22,47.07,1000,35,SW,444,0,0
30757,2013,7,5,12,2,43,22,47.07,999,35,SW,452,0,0
30758,2013,7,5,13,2,52,24,66.45,999,31,NE,6,0.3,0.3
30759,2013,7,5,14,2,48,24,88.78,1001,26,NW,13,4.1,4.4
30760,2013,7,5,15,2,22,23,83.6,1000,26,NW,18,0.2,4.6
30761,2013,7,5,16,2,23,24,88.78,1001,26,NE,2,0,0
30763,2013,7,5,18,2,12,24,88.78,1001,26,NE,3,0,0
30764,2013,7,5,19,2,44,24,88.78,1002,26,NE,7,0.6,0.6
30765,2013,7,5,20,2,33,22,83.48,1004,25,NW,6,0.5,1.1
30766,2013,7,5,21,2,16,22,94.12,1004,23,SE,2,1.8,2.9
30767,2013,7,5,22,2,15,22,94.12,1004,23,SE,5,1.6,4.5
30768,2013,7,5,23,2,17,23,94.16,1004,24,SE,8,0.1,4.6
30769,2013,7,6,0,2,19,23,94.16,1004,24,SW,2,0.3,4.9
30770,2013,7,6,1,2,26,23,94.16,1004,24,NW,1,0.3,5.2
30771,2013,7,6,2,2,31,23,94.16,1004,24,cv,1,6,11.2
30772,2013,7,6,3,2,22,23,94.16,1003,24,NE,3,1.8,13
30773,2013,7,6,4,2,17,23,94.16,1003,24,NE,4,0,0
30774,2013,7,6,5,2,22,23,88.7,1003,25,cv,0,3.3,3.3
30775,2013,7,6,6,2,36,23,88.7,1004,25,NW,2,0,0
30776,2013,7,6,7,2,43,24,94.2,1005,25,NW,4,0.1,0.1
30777,2013,7,6,8,2,41,24,94.2,1005,25,NW,8,0,0
30778,2013,7,6,9,2,50,25,94.25,1005,26,NE,2,0,0
30779,2013,7,6,10,2,44,25,88.86,1005,27,NE,5,0,0
30780,2013,7,6,11,2,40,24,78.97,1005,28,SE,2,0,0
30781,2013,7,6,12,2,25,24,70.36,1005,30,SE,6,0,0
30782,2013,7,6,13,2,33,24,70.36,1005,30,SE,10,0,0
30783,2013,7,6,14,2,45,25,74.69,1004,30,SE,14,0,0
30784,2013,7,6,15,2,52,25,74.69,1004,30,SE,17,0,0
30785,2013,7,6,16,2,59,24,70.36,1003,30,SE,21,0,0
30786,2013,7,6,17,2,58,25,74.69,1003,30,NE,3,0,0
30787,2013,7,6,18,2,57,25,74.69,1003,30,SE,3,0,0
30788,2013,7,6,19,2,70,25,74.69,1004,30,SE,6,0,0
30789,2013,7,6,20,2,84,25,79.11,1004,29,SE,9,0,0
30790,2013,7,6,21,2,95,25,79.11,1005,29,SE,12,0,0
30793,2013,7,7,0,2,26,22,74.19,1004,27,NE,6,0,0
30795,2013,7,7,2,2,67,25,83.82,1003,28,SE,8,0,0
30796,2013,7,7,3,2,70,25,83.82,1003,28,SE,12,0,0
30797,2013,7,7,4,2,63,25,83.82,1003,28,SE,15,0,0
30798,2013,7,7,5,2,55,25,83.82,1003,28,SE,18,0,0
30799,2013,7,7,6,2,57,25,83.82,1004,28,SW,2,0,0
30800,2013,7,7,7,2,63,25,79.11,1004,29,SW,5,0,0
30801,2013,7,7,8,2,61,25,70.54,1005,31,SW,9,0,0
30802,2013,7,7,9,2,50,26,70.73,1004,32,SW,15,0,0
30803,2013,7,7,10,2,45,24,59.36,1004,33,SW,22,0,0
30804,2013,7,7,11,2,48,25,63.01,1004,33,SW,27,0,0
30805,2013,7,7,12,2,50,24,53.11,1004,35,SW,34,0,0
30807,2013,7,7,14,2,52,24,53.11,1003,35,SW,48,0,0
30808,2013,7,7,15,2,46,24,53.11,1003,35,SW,54,0,0
30809,2013,7,7,16,2,44,23,50.01,1003,35,SW,62,0,0
30810,2013,7,7,17,2,37,23,50.01,1003,35,SW,68,0,0
30811,2013,7,7,18,2,50,25,63.01,1003,33,SE,5,0,0
30812,2013,7,7,19,2,47,25,66.66,1003,32,SE,10,0,0
30813,2013,7,7,20,2,37,25,70.54,1003,31,SE,14,0,0
30814,2013,7,7,21,2,32,24,66.45,1004,31,SE,20,0,0
30815,2013,7,7,22,2,37,25,74.69,1005,30,SW,6,0,0
30816,2013,7,7,23,2,40,25,74.69,1004,30,SW,11,0,0
30817,2013,7,8,0,2,38,25,74.69,1004,30,SW,16,0,0
30818,2013,7,8,1,2,34,24,70.36,1004,30,SE,6,0,0
30819,2013,7,8,2,2,31,24,74.52,1004,29,SW,5,0,0
30820,2013,7,8,3,2,26,24,74.52,1005,29,SW,10,0,0
30821,2013,7,8,4,2,26,24,78.97,1005,28,SW,14,0,0
30822,2013,7,8,5,2,29,24,78.97,1006,28,SE,4,0,0
30823,2013,7,8,6,2,26,24,74.52,1006,29,SW,4,0,0
30824,2013,7,8,7,2,30,25,79.11,1006,29,SW,9,0,0
30825,2013,7,8,8,2,35,24,66.45,1007,31,SW,14,0,0
30826,2013,7,8,9,2,39,24,66.45,1007,31,SW,19,0,0
30827,2013,7,8,10,2,39,25,59.59,1007,34,SW,26,0,0
30828,2013,7,8,11,2,46,24,53.11,1007,35,SW,32,0,0
30832,2013,7,8,15,2,70,23,50.01,1005,35,SW,49,0,0
30833,2013,7,8,16,2,67,23,47.33,1005,36,SW,53,0,0
30834,2013,7,8,17,2,69,24,53.11,1004,35,SW,59,0,0
30835,2013,7,8,18,2,61,24,56.14,1005,34,SE,5,0,0
30836,2013,7,8,19,2,56,24,59.36,1005,33,SE,10,0,0
30837,2013,7,8,20,2,54,24,62.79,1006,32,SE,14,0,0
30838,2013,7,8,21,2,47,25,70.54,1006,31,SE,18,0,0
30839,2013,7,8,22,2,46,25,70.54,1007,31,SE,22,0,0
30840,2013,7,8,23,2,44,25,74.69,1007,30,SE,27,0,0
30841,2013,7,9,0,2,40,25,74.69,1006,30,SE,32,0,0
30842,2013,7,9,1,2,40,25,74.69,1006,30,SE,37,0,0
30843,2013,7,9,2,2,40,25,79.11,1006,29,SE,41,0,0
30844,2013,7,9,3,2,41,25,79.11,1006,29,SW,5,0,0
30845,2013,7,9,4,2,45,25,79.11,1006,29,SW,9,0,0
30846,2013,7,9,5,2,45,25,83.82,1006,28,SW,12,0,0
30847,2013,7,9,6,2,42,25,79.11,1006,29,SW,16,0,0
30848,2013,7,9,7,2,41,25,70.54,1007,31,SW,20,0,0
30849,2013,7,9,8,2,43,24,59.36,1007,33,SW,24,0,0
30850,2013,7,9,9,2,40,25,56.38,1007,35,SW,28,0,0
30851,2013,7,9,10,2,43,23,47.33,1006,36,SW,33,0,0
30852,2013,7,9,11,2,44,23,47.33,1006,36,SW,38,0,0
30853,2013,7,9,12,2,49,24,47.6,1006,37,SW,42,0,0
30854,2013,7,9,13,2,59,24,47.6,1005,37,SW,48,0,0
30855,2013,7,9,14,2,65,23,44.82,1005,37,SW,52,0,0
30856,2013,7,9,15,2,71,24,47.6,1004,37,SW,54,0,0
30857,2013,7,9,16,2,69,23,47.33,1004,36,SW,59,0,0
30858,2013,7,9,17,2,78,24,53.11,1003,35,SW,64,0,0
30859,2013,7,9,18,2,63,23,52.86,1004,34,SE,5,0,0
30860,2013,7,9,19,2,46,23,55.89,1004,33,SE,11,0,0
30861,2013,7,9,20,2,39,23,59.13,1005,32,SE,17,0,0
30862,2013,7,9,21,2,37,24,66.45,1005,31,SE,23,0,0
30863,2013,7,9,22,2,37,24,70.36,1005,30,SE,28,0,0
30864,2013,7,9,23,2,34,24,70.36,1005,30,SE,32,0,0
30865,2013,7,10,0,2,33,24,70.36,1005,30,SE,36,0,0
30866,2013,7,10,1,2,32,24,70.36,1004,30,SE,40,0,0
30867,2013,7,10,2,2,35,24,74.52,1004,29,SW,4,0,0
30868,2013,7,10,3,2,40,24,74.52,1004,29,SE,4,0,0
30869,2013,7,10,4,2,42,24,74.52,1004,29,SE,9,0,0
30870,2013,7,10,5,2,43,24,78.97,1005,28,SE,12,0,0
30871,2013,7,10,6,2,39,24,74.52,1005,29,SE,16,0,0
30872,2013,7,10,7,2,36,24,70.36,1006,30,SW,4,0,0
30873,2013,7,10,8,2,42,24,62.79,1006,32,SW,8,0,0
30874,2013,7,10,9,2,52,25,63.01,1006,33,SW,12,0,0
30875,2013,7,10,10,2,54,25,56.38,1006,35,SW,15,0,0
30876,2013,7,10,11,2,65,24,50.27,1006,36,SW,17,0,0
30877,2013,7,10,12,2,74,24,47.6,1005,37,SW,19,0,0
30878,2013,7,10,13,2,74,23,42.45,1005,38,SW,21,0,0
30879,2013,7,10,14,2,71,23,40.23,1004,39,SW,24,0,0
30880,2013,7,10,15,2,65,23,44.82,1004,37,SE,5,0,0
30881,2013,7,10,16,2,57,23,44.82,1004,37,SW,5,0,0
30882,2013,7,10,17,2,53,22,44.55,1004,36,SW,10,0,0
30883,2013,7,10,18,2,52,22,47.07,1004,35,SE,5,0,0
30884,2013,7,10,19,2,55,22,52.6,1005,33,SW,5,0,0
30885,2013,7,10,20,2,50,22,55.65,1005,32,SE,5,0,0
30886,2013,7,10,21,2,44,23,62.57,1006,31,SE,10,0,0
30887,2013,7,10,22,2,35,23,62.57,1007,31,SE,15,0,0
30888,2013,7,10,23,2,28,24,70.36,1006,30,SE,20,0,0
30889,2013,7,11,0,2,29,24,74.52,1006,29,SE,23,0,0
30890,2013,7,11,1,2,28,24,74.52,1006,29,SE,28,0,0
30891,2013,7,11,2,2,28,23,70.17,1006,29,SE,33,0,0
30892,2013,7,11,3,2,27,23,74.35,1006,28,SE,37,0,0
30893,2013,7,11,4,2,25,23,74.35,1006,28,SE,41,0,0
30894,2013,7,11,5,2,26,23,74.35,1006,28,SE,45,0,0
30895,2013,7,11,6,2,28,23,74.35,1007,28,SE,49,0,0
30896,2013,7,11,7,2,36,24,70.36,1007,30,SE,53,0,0
30899,2013,7,11,10,2,58,24,50.27,1007,36,SW,10,0,0
30900,2013,7,11,11,2,63,23,44.82,1007,37,SW,12,0,0
30901,2013,7,11,12,2,71,25,47.86,1007,38,cv,2,0,0
30902,2013,7,11,13,2,84,24,45.09,1006,38,SE,2,0,0
30903,2013,7,11,14,2,87,23,40.23,1006,39,SW,3,0,0
30904,2013,7,11,15,2,70,23,44.82,1006,37,SE,4,0,0
30905,2013,7,11,16,2,53,19,35.07,1005,37,SE,10,0,0
30906,2013,7,11,17,2,54,21,41.91,1005,36,SE,16,0,0
30907,2013,7,11,18,2,51,22,49.75,1006,34,SE,21,0,0
30908,2013,7,11,19,2,38,22,55.65,1007,32,SE,27,0,0
30909,2013,7,11,20,2,34,21,55.4,1007,31,SE,35,0,0
30910,2013,7,11,21,2,25,22,62.35,1008,30,SE,40,0,0
30911,2013,7,11,22,2,20,22,66.04,1008,29,SE,47,0,0
30912,2013,7,11,23,2,17,23,74.35,1008,28,SE,53,0,0
30913,2013,7,12,0,2,17,23,74.35,1008,28,SE,59,0,0
30914,2013,7,12,1,2,12,23,78.82,1007,27,SE,65,0,0
30915,2013,7,12,2,2,14,23,78.82,1007,27,SE,70,0,0
30916,2013,7,12,3,2,13,22,78.68,1007,26,SE,75,0,0
30917,2013,7,12,4,2,21,22,78.68,1007,26,SE,81,0,0
30918,2013,7,12,5,2,28,22,78.68,1007,26,SE,87,0,0
30919,2013,7,12,6,2,35,23,78.82,1007,27,SE,92,0,0
30920,2013,7,12,7,2,39,23,74.35,1007,28,SE,97,0,0
30921,2013,7,12,8,2,36,22,66.04,1007,29,SE,102,0,0
30922,2013,7,12,9,2,24,22,58.89,1007,31,SE,107,0,0
30923,2013,7,12,10,2,29,21,49.49,1007,33,SW,5,0,0
30924,2013,7,12,11,2,26,21,46.8,1007,34,SE,6,0,0
30925,2013,7,12,12,2,21,22,49.75,1007,34,SE,13,0,0
30926,2013,7,12,13,2,23,21,46.8,1006,34,SE,19,0,0
30927,2013,7,12,14,2,23,19,39.13,1006,35,SE,24,0,0
30928,2013,7,12,15,2,25,22,47.07,1006,35,SE,30,0,0
30929,2013,7,12,16,2,29,22,49.75,1005,34,SE,37,0,0
30930,2013,7,12,17,2,27,24,62.79,1005,32,SE,44,0,0
30931,2013,7,12,18,2,24,23,62.57,1006,31,SE,51,0,0
30932,2013,7,12,19,2,21,23,62.57,1006,31,SE,57,0,0
30933,2013,7,12,20,2,14,23,66.25,1006,30,SE,64,0,0
30934,2013,7,12,21,2,14,24,74.52,1007,29,SE,70,0,0
30935,2013,7,12,22,2,16,24,74.52,1007,29,SE,76,0,0
30936,2013,7,12,23,2,12,24,74.52,1007,29,SE,82,0,0
30937,2013,7,13,0,2,8,24,74.52,1006,29,SE,89,0,0
30938,2013,7,13,1,2,9,24,78.97,1005,28,SE,96,0,0
30939,2013,7,13,2,2,10,24,78.97,1005,28,SE,101,0,0
30940,2013,7,13,3,2,10,24,78.97,1005,28,SE,109,0,0
30941,2013,7,13,4,2,12,24,78.97,1005,28,SE,116,0,0
30942,2013,7,13,5,2,11,24,78.97,1005,28,SE,122,0,0
30943,2013,7,13,6,2,14,24,78.97,1005,28,SE,128,0,0
30944,2013,7,13,7,2,17,24,74.52,1006,29,SE,134,0,0
30945,2013,7,13,8,2,18,24,70.36,1006,30,SE,141,0,0
30946,2013,7,13,9,2,21,24,70.36,1006,30,SE,147,0,0
30947,2013,7,13,10,2,20,24,62.79,1006,32,SE,155,0,0
30948,2013,7,13,11,2,23,24,59.36,1006,33,SE,163,0,0
30949,2013,7,13,12,2,20,23,52.86,1006,34,SE,173,0,0
30950,2013,7,13,13,2,17,24,56.14,1006,34,SE,181,0,0
30951,2013,7,13,14,2,18,23,55.89,1005,33,SE,191,0,0
30952,2013,7,13,15,2,16,24,56.14,1005,34,SE,200,0,0
30953,2013,7,13,16,2,18,23,55.89,1005,33,SE,209,0,0
30954,2013,7,13,17,2,20,23,59.13,1004,32,SE,220,0,0
30955,2013,7,13,18,2,18,24,66.45,1005,31,SE,229,0,0
30956,2013,7,13,19,2,15,24,70.36,1005,30,SE,237,0,0
30957,2013,7,13,20,2,17,24,70.36,1005,30,SE,248,0,0
30958,2013,7,13,21,2,17,24,74.52,1005,29,SE,258,0,0
30959,2013,7,13,22,2,13,24,74.52,1005,29,SE,267,0,0
30960,2013,7,13,23,2,13,24,74.52,1005,29,SE,277,0,0
30961,2013,7,14,0,2,17,24,74.52,1005,29,SE,287,1.2,1.2
30962,2013,7,14,1,2,11,23,78.82,1005,27,SE,294,0,0
30966,2013,7,14,5,2,11,21,69.79,1005,27,SE,321,0,0
30967,2013,7,14,6,2,10,23,78.82,1005,27,SE,329,0,0
30968,2013,7,14,7,2,10,23,74.35,1005,28,SE,337,0,0
30969,2013,7,14,8,2,17,24,70.36,1005,30,SE,346,0,0
30970,2013,7,14,9,2,18,24,66.45,1006,31,SE,355,0,0
30971,2013,7,14,10,2,21,24,62.79,1005,32,SE,365,0,0
30972,2013,7,14,11,2,19,24,59.36,1005,33,SE,375,0,0
30973,2013,7,14,12,2,20,23,52.86,1005,34,SE,385,0,0
30974,2013,7,14,13,2,22,24,56.14,1004,34,SE,394,0,0
30975,2013,7,14,14,2,21,23,52.86,1004,34,SE,405,0,0
30976,2013,7,14,15,2,18,23,52.86,1004,34,SE,415,0,0
30977,2013,7,14,16,2,17,24,59.36,1004,33,SE,424,0,0
30978,2013,7,14,17,2,16,24,62.79,1004,32,SE,435,0,0
30979,2013,7,14,18,2,19,24,66.45,1004,31,SE,447,0,0
30980,2013,7,14,19,2,12,24,70.36,1005,30,SE,456,0,0
30981,2013,7,14,20,2,16,23,70.17,1005,29,SE,466,0,0
30982,2013,7,14,21,2,16,24,74.52,1006,29,SE,475,0,0
30983,2013,7,14,22,2,15,24,74.52,1006,29,SE,483,0,0
30984,2013,7,14,23,2,13,23,70.17,1006,29,SE,492,0,0
30985,2013,7,15,0,2,13,23,70.17,1006,29,SE,500,0,0
30986,2013,7,15,1,2,16,23,74.35,1006,28,SE,507,0,0
30987,2013,7,15,2,2,15,24,78.97,1005,28,SE,513,0,0
30988,2013,7,15,3,2,10,24,78.97,1005,28,SE,521,0,0
30989,2013,7,15,4,2,7,23,74.35,1005,28,SE,528,0,0
30990,2013,7,15,5,2,17,23,74.35,1005,28,SE,536,0,0
30991,2013,7,15,6,2,14,23,74.35,1006,28,SE,543,0,0
30992,2013,7,15,7,2,17,24,74.52,1006,29,SE,551,0,0
30995,2013,7,15,10,2,18,23,52.86,1006,34,SW,17,0,0
30996,2013,7,15,11,2,22,23,52.86,1006,34,SW,27,0,0
30997,2013,7,15,12,2,22,23,52.86,1005,34,SE,9,0,0
30998,2013,7,15,13,2,27,23,50.01,1005,35,SW,9,0,0
30999,2013,7,15,14,2,29,24,53.11,1004,35,SE,10,0,0
31000,2013,7,15,15,2,29,24,56.14,1003,34,SE,17,0,0
31001,2013,7,15,16,2,28,24,56.14,1003,34,SW,9,0,0
31002,2013,7,15,17,2,28,24,59.36,1003,33,SE,10,0,0
31003,2013,7,15,18,2,24,24,66.45,1003,31,SW,9,0,0
31004,2013,7,15,19,2,22,24,70.36,1004,30,SE,7,0,0
31005,2013,7,15,20,2,20,24,70.36,1004,30,SE,15,0,0
31006,2013,7,15,21,2,21,24,70.36,1005,30,SW,7,0,0
31007,2013,7,15,22,2,21,24,70.36,1005,30,SE,7,0,0
31008,2013,7,15,23,2,20,24,74.52,1005,29,SW,7,0,0
31010,2013,7,16,1,2,16,23,70.17,1005,29,SW,22,0,0
31011,2013,7,16,2,2,16,23,74.35,1005,28,SW,29,0,0
31012,2013,7,16,3,2,18,23,74.35,1004,28,SW,37,0,0
31013,2013,7,16,4,2,15,23,74.35,1005,28,SW,43,0,0
31014,2013,7,16,5,2,18,23,74.35,1005,28,SE,7,0,0
31015,2013,7,16,6,2,20,23,70.17,1005,29,SW,6,0,0
31018,2013,7,16,9,2,19,23,59.13,1006,32,SW,29,0,0
31019,2013,7,16,10,2,27,23,55.89,1006,33,SW,36,0,0
31020,2013,7,16,11,2,29,23,52.86,1006,34,SW,44,0,0
31021,2013,7,16,12,2,36,21,44.28,1006,35,SW,51,0,0
31022,2013,7,16,13,2,32,21,41.91,1005,36,SW,59,0,0
